name,placeRating,theme,address,latitude,longitude,webUrl,textRating,text,numberOfReviews,lang,id,website,city,imageUrl_x,description_x,text_sentiment,subtype
Desert Sea Divers,4.5,Scuba & Snorkelling,Jeddah Saudi Arabia,21.730957,39.10703,https://www.tripadvisor.com/Attraction_Review-g295419-d2173575-Reviews-Desert_Sea_Divers-Jeddah_Makkah_Province.html,5,"A day on the Red Sea exploring the magnificent coral reefs is truly the best way to enjoy Jeddah as a foreigner. Besides being a lifelong lover of the sea, I thoroughly enjoyed my outing with Desert Sea Divers. The friendly crew lavished the small group of passengers with regular snacks and drinks between outings on the sea. We stopped at several coral reefs and were given abundant time to snorkel and dive in the crystal blue water. I found that it is also a wonderful way to meet other expats living in Jeddah. We can find common ground on a small boat out at sea.",97,en,2173575,http://www.desertseadivers.com,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/0f/5d/bd/75/diver-make-giant-stride.jpg,"Desert Sea Divers' vision is to be the best option in recreational scuba diving, free diving, snorkeling and boat trips. Our Mission Desert Sea Divers mission is to share the passion for the underwater world through snorkeling, diving and boat trips with the highest possible world-class standard of training, safety, and customer service for an enjoyable experience.Â­",positive,Tours & Adventures
Alandalus Mall,4,Shopping Malls,"Prince Majid Rd, Jeddah 22245 Saudi Arabia",21.41333,39.254776,https://www.tripadvisor.com/Attraction_Review-g295419-d12216344-Reviews-Alandalus_Mall-Jeddah_Makkah_Province.html,4,"A beautiful and wonderful mall that has games for children and restaurants, and there are shops for international brands, Paris Galry and Vavom, for perfumes and cosmetics",27,ar,12216344,http://www.alandalus-mall.com/,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/0f/b8/4d/40/alandalus-mall.jpg,,neutral,Shopping
Hassan Enany Mosque,4.5,Religious Sites,"Al Kurnaysh Rd,, Jeddah Saudi Arabia",21.5315143,39.15770703,https://www.tripadvisor.com/Attraction_Review-g295419-d10748135-Reviews-Hassan_Enany_Mosque-Jeddah_Makkah_Province.html,5,"A mosque to perform the prayer in all spirituality and besides entertainment places, I mean in Arabic, except my prayers, what is in my way 
Prayer prayer",26,ar,10748135,,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/0f/d1/9b/91/hassan-enany-mosque.jpg,,positive,Religious Sites
Jack N Jill,4,Playgrounds,"2617 Said Ibn Amir, Jeddah 23415 Saudi Arabia",21.57715,39.11119,https://www.tripadvisor.com/Attraction_Review-g295419-d12407326-Reviews-Jack_N_Jill-Jeddah_Makkah_Province.html,5,15 yrs ago I had my first child to enter jack n jill activity center with mrs.christina .. which she learned alot of english and did art and sports .. the families and atmosphere is always high level .. ,7,en,12407326,http://www.jacknjill-sa.com/,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/10/34/e3/89/jack-n-jill.jpg,,positive,Entertainment
Jeddah Our Days of Bliss Magad Museum,4,History Museums,"Suq Al Alawi, Al Balad District near Biet Nassif house, Jeddah Saudi Arabia",21.484335,39.18647,https://www.tripadvisor.com/Attraction_Review-g295419-d12877791-Reviews-Jeddah_Our_Days_of_Bliss_Magad_Museum-Jeddah_Makkah_Province.html,2,"A museum chanting the display of homework the place is boring and it is not worth visiting. Unfortunately, everything that exists is a consumer and a repeated need to develop",9,ar,12877791,,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/10/ba/e7/22/caption.jpg,,positive,Museums
Bounce Jeddah,4.5,Game & Entertainment Centers,"8672 Al Muhammad Zaydan Rd, Jeddah 23526 Saudi Arabia",21.61802,39.151794,https://www.tripadvisor.com/Attraction_Review-g295419-d13087291-Reviews-Bounce_Jeddah-Jeddah_Makkah_Province.html,4,"A fun experience for me and for children, especially with the use of a reduction (2 at a price of 1), but the bathrooms are very very dirty.",60,ar,13087291,http://www.bounce.sa,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/12/14/ca/ef/photo0jpg.jpg,"BOUNCE is not only the biggest trampoline and entertainment park in Jeddah but also the first one which has a separate females only section. We cater to both males and females and each section includes an amazing free jumping arena, a smashing dodgeball court, adrenaline pumping high performance trampolines, a slam dunk area and lots of other cool things. BOUNCE Jeddah spans 3,500sqm for bouncers to take flight and get airborne",positive,Entertainment
Jeddah Water Front Park,4.5,Waterfront Beach Park,"Cornische Road, Jeddah Saudi Arabia",21.47017,39.22609,https://www.tripadvisor.com/Attraction_Review-g295419-d13535062-Reviews-Jeddah_Water_Front_Park-Jeddah_Makkah_Province.html,5,"A big difference between the region previously and now and there is no room for comparison, the place is now very beautiful as there is a long walkway, gardens, places to sit, for a walk, the place is wonderful, especially these days with the wonderful atmosphere, very similar to the GPR in Dubai, but it is of a different nature Somewhat and of course bigger. 

The parking lots are available, but it is not enough for everyone and it is very difficult to find a position if you go after the afternoon!

I hope the secretariat is to provide additional positions even if it is a fee, especially the exploitation of empty lands close to the Corniche, even if it is temporarily, since they are vacant, that they are positions so that everyone is enough.",23,ar,13535062,,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/16/3f/85/02/cycling-and-jogging-track.jpg,,positive,Nature & Parks
Al Dana Massage Center,5,Spas,"Abd Al Qadous Al Ansari, Al Sulaymaniyah, Jeddah 22253 Saudi Arabia",21.50624,39.246964,https://www.tripadvisor.com/Attraction_Review-g295419-d16753707-Reviews-Al_Dana_Massage_Center-Jeddah_Makkah_Province.html,5,"neet and clean / reasonable price / profational team . good hospitality /  spaicios rooms , sauna super , steam bath very super",1,en,16753707,,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/16/a3/4d/c1/getlstd-property-photo.jpg,Al Dana Massage Center The best massage center in Jeddah. We provide professional massage services. We offer every customer an oil massage including free sauna and steam. The price of the session is SAR 126 for one hour. We accept payment by credit card. You must book an appointment via mobile or via our website.,positive,Wellness & Fitness
Roshan Mall,3.5,Shopping Malls,"King Abdullah Road, Jeddah 23713 Saudi Arabia",21.66515,39.10974,https://www.tripadvisor.com/Attraction_Review-g295419-d14979174-Reviews-Roshan_Mall-Jeddah_Makkah_Province.html,5,"One of the most beautiful malls in the city of Jeddah is characterized by its beautiful shape, which represents the ancient Jeddah Barawashin, the updated Hijazi Al -Hijazi, with international and local restaurants.",6,ar,14979174,,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/16/bc/f5/70/20190309-145740-largejpg.jpg,,positive,Shopping
Dive Point Jeddah,4.5,Scuba & Snorkeling,"Abdulmajed Alamwaj Dist, Jeddah 23812 Saudi Arabia",21.75508,39.065964,https://www.tripadvisor.com/Attraction_Review-g295419-d16827051-Reviews-Dive_Point_Jeddah-Jeddah_Makkah_Province.html,5,"A must do experience in Jeddah! I chose discover scuba and I  had such a great time. I saw  amazing coral reefs and lots of fish. Huge thanks to captain Ehab, he has lots of patience and helps you master the basic skills. Highly recommend!",29,en,16827051,http://divepoint.com.sa,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/16/db/30/65/caption.jpg,"Dive point is a PADI 5* star IDC Center that is fully equipped, and professionally operated; the dive center is located in the heart of red sea Jeddah city, Saudi Arabia. We offer instruction and water activities ranging from: Snorkeling, Scuba, Open Water Scuba Courses through Instructor courses. Customer service is our priorityØ§.",positive,Tours & Adventures
Adventures,5,Multi-day Tours,"Rawda st, Vibes Offices Vibes Offices, U shape center, Jeddah 11511 Saudi Arabia",21.56087631,39.15295924,https://www.tripadvisor.com/Attraction_Review-g295419-d17670003-Reviews-Travaganza_Adventures-Jeddah_Makkah_Province.html,5,"9 days in bali was so much fun. , love every minute of the trip . Thanks to Travaganza !! Thanks!!!!",14,en,17670003,,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/18/16/3b/fb/caption.jpg,"Travaganza is a boutique travel agency offering unique group trips to millennials, creatives, professionals and entrepreneurs.
We believe that there's nothing quite like travelling to an incredible new place with a group of likeminded people. Where you can escape from everyday life and be free, have epic adventures and make friends for life.
",positive,Tours & Adventures
Movie Cinemas,3,Movie Theaters,"Mall of Arabia, Jeddah 21352 Saudi Arabia",21.6333,39.15478,https://www.tripadvisor.com/Attraction_Review-g295419-d19012345-Reviews-Muvi_Cinemas-Jeddah_Makkah_Province.html,1,"Cinema was Hot, probably they want to reduce electricity.
Soda drinks were flat, and gas was more than the soda syrup.
Popcorn dry and hard. 
Some seats are broken, they didn’t repair it nor block it so it won’t be sold.
Toilets are getting old and requires maintenance and parts
Snacks line is ridiculously LONG. You have go come very early to avoid missing the opening of the film
I suggest the VIP experience in any Cinema.",7,en,19012345,http://www.muvicinemas.com/en/cinemas/Mall-of-Arabia,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/19/61/46/ab/muvi-cinemas-mall-of.jpg,,positive,Miscellaneous
Saudi Arabia Tours,3.5,Historical & Heritage Tours,"Jeddah Corniche, Jeddah 23212 Saudi Arabia",21.51656,39.15413,https://www.tripadvisor.com/Attraction_Review-g295419-d19142250-Reviews-Saudi_Arabia_Tours-Jeddah_Makkah_Province.html,5,"A fun journey we spent in the historic arms of Jeddah, which includes a number of monuments and archaeological and heritage buildings, such as the effects of the wall of Jeddah and its historical lanes: Al -Mazloum neighborhood, Al -Sham neighborhood, Al -Yaman neighborhood, and Al -Bahr, as well as a number of historical mosques, most notably: Othman bin Affan Mosque to the markets Historical
Where you enjoy watching the buildings built by the people of Jeddah, their homes from the purified stone, which they extracted from the forty lake, then they set it up with manual machines to be placed in places that fit their size alongside the wood that were to them from the neighboring areas such as Fatima Valley or what they were importing from abroad through the port, especially from India
Also, we took a tour to the northern marine facade
Sea, culture and an unprecedented experience from the jewel 
And the face of green green areas This development stage is the largest development stage for the Jeddah marine interface and there are services and elements that have been added for the first time at the level of marine facades in Jeddah, equipped with services that suit all groups, ages, high hotels and restaurants. The project also includes a marine walkway and 3 beaches for swimming, 17 Plaza regions, and 14 fountains And 5 beaches monitoring towers, a place for marine taxi, playgrounds, aesthetic figures, a spoon bridge, and other entertainment places.",10,ar,19142250,https://saudiarabiatours.net/,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/19/9a/b8/98/caption.jpg,"Saudi Arabia Tours dot net offers Top Saudi Arabia Tours Packages, customized tour packages and luxury packages.
Ranked N1 Local Tour Operator. Secure payment. Licensed and insured.",positive,Historical Sites & Landmarks
Hosam Kandil,1,Multi-day Tours,"Jeddah Saudi Arabia, Jeddah 21413 Saudi Arabia",21.44341011,39.23263364,https://www.tripadvisor.com/Attraction_Review-g295419-d19939251-Reviews-Hosam_Kandil-Jeddah_Makkah_Province.html,1,The whole of Saudi Arabia is not yet ready to welcome tourists there is nothing to do everything is far away we ruin yourself in taxis just to change the money you have to go to the airport it n 'There is no exchange office nearby,1,fr,19939251,,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/1a/ad/3c/0f/caption.jpg,I'm Hosam tour guid i scuba diving as hopy and i lile walking on the cost sea side taking photos for the Red sea fish i like coffee shop with sea view love to meet new Pepole showing them our lovley city ,positive,Tours & Adventures
Saudi Safari,3,Safaris,"Alfadhl, Jeddah 22363 Saudi Arabia",21.52213891,39.26625208,https://www.tripadvisor.com/Attraction_Review-g295419-d20063267-Reviews-Saudi_Safari-Jeddah_Makkah_Province.html,5,"- It was a wonderful experience, from mingling with the camels to the accommodating staff and tour guide, very polite indeed….. to those of you who wants something different during holidays or simply wanted a quick getaway… I recommend Saudi Safari 👍👍👍",10,en,20063267,https://saudisafari.com/,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/1a/b1/34/a3/caption.jpg,"Saudi Safari is a tourism agency established in 2010, and is one of the pioneer tour operators in Saudi Arabia recognized by its professionalism, impressiveness, and creative itineraries that it provides.",positive,Tours & Adventures
MaxDeep Dive Center,5,Scuba & Snorkeling,"Prince Abdulmajeed Road, Jeddah 23814 Saudi Arabia",21.77495,39.09198,https://www.tripadvisor.com/Attraction_Review-g295419-d20323752-Reviews-MaxDeep_Dive_Center-Jeddah_Makkah_Province.html,5,"Me and my husband took online SSI Science of Diving course under supervision of MaxDeep Diving Center. Throughout the course we got a lot of attention, support and help to achieve our next goal in diving. The dive master kept us motivated and inspired for new adventures: he described what types of marine life and wrecks you can encounter in the Red Sea, provided visual material to encourage our interest to take opportunity to dive in Jeddah. 
I appreciate personalized approach, readiness to help, professionalism and passion with which we were treated during the course.",1,en,20323752,http://Max-deep.com,Jeddah,https://media-cdn.tripadvisor.com/media/photo-o/1b/29/8d/53/caption.jpg,"MaxDeep is a dive company born from the love of the Red Sea by dedicated dive enthusiasts. We want to share that enthusiasm with you! Our mission is to empower people to become better stewards of our marine environment through adventure and education. We educate on coral and Open water conservation and want to leave future generations something to be hopeful for, something to work towards. .",negative,Tours & Adventures
